data,num_file,L0,L2,Epsilon,MF_iters,MF_nnz,MF_OG,SB_iters,SB_nnz,SB_OG,RL_iters_p10,RL_rewards_p10,RL_nnz_p10,RL_OG_p10,RL_iters_p50,RL_rewards_p50,RL_nnz_p50,RL_OG_p50,RL_iters_p100,RL_rewards_p100,RL_nnz_p100,RL_OG_p100,RL_iters_mixed,RL_rewards_mixed,RL_nnz_mixed,RL_OG_mixed
x_gen_syn_n3_p100_corr0.5_snr5_b0_seed2024_12.csv,10,0.017204366556920675,0.0,0.05,350,10,-0.009835923649653359,1000,10,0.039805243770474015,1000,-41,10,0.03964903753996742,69,65,10,-0.0017563045576740714,69,61,10,-0.001168051326023053,71,60,10,-0.0023713305679222553
x_gen_syn_n3_p100_corr0.5_snr5_b0_seed2024_10.csv,11,0.01720265319244905,0.0,0.05,370,10,-0.02953524389268157,1000,10,0.03079167916136131,1000,-61,10,0.14250622947187533,66,63,10,-0.0015025195761492534,70,42,10,-0.0015025195761492534,72,58,10,-0.0009618752213130367
x_gen_syn_n3_p100_corr0.5_snr5_b0_seed2024_6.csv,12,0.016392828836007588,0.0,0.05,1000,12,0.12437364082426292,1000,10,0.006750600856604213,1000,-40,10,0.0877107004191609,1000,-61,12,0.13257504227030986,87,54,10,-0.00032118950589337845,87,53,10,0.0
x_gen_syn_n3_p100_corr0.5_snr5_b0_seed2024_11.csv,13,0.01626182301232819,0.0,0.05,244,10,-0.08399466374983383,339,10,-0.004812541728969176,1000,-65,10,0.05569164046317764,55,50,10,-0.00021497271688472984,56,44,10,-0.00021497271688472984,56,55,10,-0.00031871321485048553
x_gen_syn_n3_p100_corr0.5_snr5_b0_seed2024_24.csv,14,0.017382097594219856,0.0,0.05,594,10,-0.014696908387579106,1000,10,0.05386710626080001,1000,-54,10,0.08654259873078339,62,60,10,-0.0016156191551868872,65,58,10,-0.0016156191551868872,71,58,10,-0.0017586189041596902
x_gen_syn_n3_p100_corr0.5_snr5_b0_seed2024_19.csv,15,0.016171377105448182,0.0,0.05,192,10,6.132845149747839e-07,1000,10,0.027626997577121767,1000,-24,10,0.01791646094946197,1000,-55,11,0.06635311966800093,67,57,10,-0.0008131128637113994,75,56,10,0.0
x_gen_syn_n3_p100_corr0.5_snr5_b0_seed2024_4.csv,16,0.01601805326373935,0.0,0.05,242,10,1.4164021586706229e-05,1000,10,0.022282440281686546,1000,-41,10,0.022888926795303303,49,49,10,0.0,48,45,10,-0.0024424616320361126,54,50,10,0.0
x_gen_syn_n3_p100_corr0.5_snr5_b0_seed2024_17.csv,17,0.015392987666012912,0.0,0.05,241,10,-0.03425542161297236,1000,10,0.02634300939913573,1000,-46,10,0.007592559125510611,44,44,10,-0.0023195520371537006,47,41,10,-8.106122801826004e-05,51,50,10,-0.0013119621553102894
x_gen_syn_n3_p100_corr0.5_snr5_b0_seed2024_9.csv,18,0.01992302290024459,0.0,0.05,226,10,-0.002484327152327622,1000,10,0.02916446336291207,1000,-45,10,0.07402363848694461,1000,-47,11,0.11108221568167252,118,47,10,-0.0009737897478254244,126,53,10,-0.0001963950739197148
x_gen_syn_n3_p100_corr0.5_snr5_b0_seed2024_22.csv,19,0.016565816578400862,0.0,0.05,459,10,0.0,1000,10,0.019027027982397943,1000,-68,10,0.060955706455034564,59,58,10,-2.538546202611635e-05,60,47,10,-0.00029376643973792125,71,55,10,-0.0026387596154271646
x_gen_syn_n3_p100_corr0.5_snr5_b0_seed2024_23.csv,20,0.015551829170372053,0.0,0.05,328,10,-0.043889750632427595,1000,10,0.02584417209832578,1000,-51,10,0.0003418289782312501,50,47,10,3.9142514238558656e-05,46,46,10,-0.0002817945275888912,52,50,10,-0.004518224503043281
x_gen_syn_n3_p100_corr0.5_snr5_b0_seed2024_16.csv,21,0.016719366252799045,0.0,0.05,321,10,-0.018286220641032927,498,10,-0.002881973597514855,1000,-52,10,0.02427374794950444,60,47,10,-0.0007349534287496757,58,51,10,-0.00017909224916669015,65,62,10,-0.0009588588041462604
x_gen_syn_n3_p100_corr0.5_snr5_b0_seed2024_1.csv,22,0.016985320261265556,0.0,0.05,543,10,-0.004245165410762786,1000,10,0.004140559138523177,1000,-47,10,0.03812860067258194,67,59,10,-0.00197643860723244,64,47,10,-0.0013330920238558011,66,54,10,-0.0007226197211347785
x_gen_syn_n3_p100_corr0.5_snr5_b0_seed2024_20.csv,23,0.016098289968020766,0.0,0.05,917,10,3.3396107574020466e-07,790,10,3.3396107574020466e-07,1000,-57,10,0.07693136391280125,51,45,10,3.3396107574020466e-07,51,35,10,3.3396107574020466e-07,52,42,10,3.3396107574020466e-07
x_gen_syn_n3_p100_corr0.5_snr5_b0_seed2024_2.csv,24,0.016813987706731127,0.0,0.05,285,10,-0.004673914511041703,1000,10,0.004569152116366387,1000,-42,10,0.03446037963605801,62,56,10,-0.0042258415404284435,58,52,10,-0.0015085986053914285,59,61,10,-0.0042258415404284435
